Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
The Cossacks,https://www.imdb.com/title/tt0052703/?ref_=sr_t_246,1960,1h 54m,,6.2,73,,,,,"['Viktor Tourjansky', 'Giorgio Venturini']","['Damiano Damiani', 'Ugo Liberatore', 'Viktor Tourjansky']","['Edmund Purdom', 'John Drew Barrymore', 'Giorgia Moll']","['Action', 'Adventure', 'Drama', 'War']","['Italy', 'France']",[],"['C.F.S. Kosutnjak', 'Comptoir Français de Productions Cinématographiques (CFPC)', ""Explorer Film '58""]",['Italian'],0,0,0,1960.0
Oscar Wilde,https://www.imdb.com/title/tt0053149/?ref_=sr_t_247,1960,1h 36m,Not Rated,6.8,642,,,,,['Gregory Ratoff'],"['Jo Eisinger', 'Leslie Stokes', 'Frank Harris']","['Robert Morley', 'Phyllis Calvert', 'Ralph Richardson']","['Legal Drama', 'Tragedy', 'Biography', 'Drama', 'History']",['United Kingdom'],"['Père-Lachaise cemetery, Paris, France']",['Vantage Films'],['English'],0,0,0,1960.0
Kanoon,https://www.imdb.com/title/tt0053985/?ref_=sr_t_248,1960,2h 30m,,7.9,529,,,,,['B.R. Chopra'],"['Akhtar-Ul-Iman', 'C.J. Pavri']","['Rajendra Kumar Tuli', 'Ashok Kumar', 'Nanda Karnataki']","['Crime', 'Drama', 'Mystery', 'Thriller']",['India'],[],['NH Studioz'],['Hindi'],0,2,0,1960.0
Sri Venkateswara Mahathyam,https://www.imdb.com/title/tt0256406/?ref_=sr_t_249,1960,3h 24m,,8.3,75,,,,,['P. Pullaiah'],['Acharya Athreya'],"['N.T. Rama Rao', 'Savitri', 'Varalakshmi S.']","['Drama', 'Musical']",['India'],[],['Padamsri Pictures'],['Telugu'],0,0,0,1960.0
Key Witness,https://www.imdb.com/title/tt0053993/?ref_=sr_t_250,1960,1h 22m,Approved,6.1,377,857000.0,,,,['Phil Karlson'],"['Alfred Brenner', 'Sidney Michaels', 'Frank Kane']","['Jeffrey Hunter', 'Pat Crowley', 'Dennis Hopper']","['Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Los Angeles, California, USA']",['Avon Productions (II)'],['English'],0,0,0,1960.0
The Loves of Salammbo,https://www.imdb.com/title/tt0056439/?ref_=sr_t_251,1960,1h 12m,,5.0,109,,,,,['Sergio Grieco'],"['Mario Caiano', 'Gustave Flaubert', 'Sergio Grieco']","['Jeanne Valérie', 'Jacques Sernas', 'Edmund Purdom']","['Action', 'Drama']","['Italy', 'France']",[],"['Stella Film', 'Fides Films']",['Italian'],0,0,0,1960.0
The Orphan,https://www.imdb.com/title/tt0193458/?ref_=sr_t_252,1960,1h 44m,,7.4,125,,,,,['Sun-Fung Lee'],['Cho-Fan Ng'],"['Cho-Fan Ng', 'Yin Pak', 'Bruce Lee']","['Drama', 'Family']",['Hong Kong'],"['Hong Kong, China']","['Hua Lien Film Enterprise', 'Yau Kiu Film Company']",['Cantonese'],0,0,0,1960.0
Beware of Children,https://www.imdb.com/title/tt0053648/?ref_=sr_t_253,1960,1h 26m,,5.7,244,,,,,['Gerald Thomas'],"['Norman Hudis', 'Robin Estridge', 'Verily Anderson']","['Leslie Phillips', 'Geraldine McEwan', 'Julia Lockwood']",['Comedy'],['United Kingdom'],"['Pinewood Studios, Iver Heath, Buckinghamshire, England, UK']",['Peter Rogers Productions'],['English'],0,0,0,1960.0
Under Ten Flags,https://www.imdb.com/title/tt0054328/?ref_=sr_t_254,1960,1h 32m,Not Rated,6.5,566,,,,,['Duilio Coletti'],"['Bernhard Rogge', 'Vittoriano Petrilli', 'Duilio Coletti']","['Van Heflin', 'Charles Laughton', 'Mylène Demongeot']","['Drama', 'War']","['Italy', 'United States']","['Syracuse, Sicily, Italy']",['Dino de Laurentiis Cinematografica'],['English'],0,0,0,1960.0
Platinum High School,https://www.imdb.com/title/tt0054187/?ref_=sr_t_255,1960,1h 35m,,5.6,159,,,,,['Charles F. Haas'],"['Howard Breslin', 'Robert Smith']","['Mickey Rooney', 'Terry Moore', 'Dan Duryea']","['Crime', 'Drama']",['United States'],"['Santa Catalina Island, Channel Islands, California, USA']",['Zugsmith-Fryman'],['English'],0,0,0,1960.0
Jazz Boat,https://www.imdb.com/title/tt0053963/?ref_=sr_t_256,1960,1h 36m,Approved,5.7,152,,,,,['Ken Hughes'],"['Ken Hughes', 'John Antrobus', 'Rex Rienits']","['Anthony Newley', 'Anne Aubrey', 'Lionel Jeffries']","['Comedy', 'Musical']",['United Kingdom'],"['Metro-Goldwyn-Mayer Studios, Boreham Wood, Hertfordshire, England, UK']",['Warwick Film Productions'],['English'],0,0,0,1960.0
Surprise Package,https://www.imdb.com/title/tt0054355/?ref_=sr_t_257,1960,1h 40m,Approved,5.7,347,,,,,['Stanley Donen'],"['Harry Kurnitz', 'Art Buchwald']","['Yul Brynner', 'Mitzi Gaynor', 'Noël Coward']",['Comedy'],['United Kingdom'],"['Shepperton Studios, Shepperton, Surrey, England, UK']","['Columbia Pictures', 'Stanley Donen Enterprises']",['English'],0,0,0,1960.0
Alakazam the Great,https://www.imdb.com/title/tt0054265/?ref_=sr_t_258,1960,1h 24m,Not Rated,5.9,533,,,,,"['Daisaku Shirakawa', 'Taiji Yabushita', 'Osamu Tezuka']","['Goro Kontaibo', 'Hideyuki Takahashi', 'Osamu Tezuka']","['Kiyoshi Komiyama', 'Noriko Shindô', 'Hideo Kinoshita']","['Anime', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Music', 'Romance']",['Japan'],[],"['Alta Vista Productions', 'Toei Animation']","['Japanese', 'English']",0,0,0,1960.0
Darbuján a Pandrhola,https://www.imdb.com/title/tt0052721/?ref_=sr_t_259,1960,1h 20m,,7.5,441,,,,,['Martin Fric'],"['Jan Drda', 'Martin Fric']","['Jirí Sovák', 'Rudolf Hrusínský', 'Václav Lohniský']","['Comedy', 'Family', 'Fantasy']",['Czechoslovakia'],[],['Filmové studio Barrandov'],['Czech'],0,0,0,1960.0
The Revolt of the Slaves,https://www.imdb.com/title/tt0055377/?ref_=sr_t_260,1960,1h 42m,Approved,5.4,326,,,,,['Nunzio Malasomma'],"['Duccio Tessari', 'Stefano Strucchi', 'Daniel Mainwaring']","['Rhonda Fleming', 'Lang Jeffries', 'Darío Moreno']",['Adventure'],"['Italy', 'Spain', 'West Germany']",['Spain'],"['Ambrosiana Cinematografica', 'C.B. Films S.A.', 'Ultra Film']","['Italian', 'German']",0,0,0,1960.0
Climb Up the Wall,https://www.imdb.com/title/tt1079979/?ref_=sr_t_261,1960,1h 5m,,4.0,70,,,,,['Michael Winner'],"['Michael Winner', 'Jack Jackson']","['Jack Jackson', 'Glen Mason', 'Russ Conway']","['Comedy', 'Music']",['United Kingdom'],"['Albert Memorial, Kensington Gardens, Kensington, London, England, UK']",['Border Film Productions'],['English'],0,0,0,1960.0
L'assedio di Siracusa,https://www.imdb.com/title/tt0055762/?ref_=sr_t_262,1960,1h 37m,,5.2,172,,,,,['Pietro Francisci'],"['Pietro Francisci', 'Giorgio Graziosi', 'Ennio De Concini']","['Rossano Brazzi', 'Tina Louise', 'Sylva Koscina']","['Drama', 'History', 'Romance', 'War']","['Italy', 'France']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","['Glomer Film', 'Galatea Film', 'Societé Cinématographique Lyre']",['Italian'],0,0,0,1960.0
Everybody Go Home!,https://www.imdb.com/title/tt0054413/?ref_=sr_t_263,1960,2h 2m,,7.7,1.5K,,,,,['Luigi Comencini'],"['Agenore Incrocci', 'Furio Scarpelli', 'Luigi Comencini']","['Alberto Sordi', 'Serge Reggiani', 'Carla Gravina']","['Comedy', 'Drama', 'War']","['Italy', 'France']","['Livorno, Tuscany, Italy']","['Dino de Laurentiis Cinematografica', 'Orsay Films']","['Italian', 'German', 'English']",0,3,0,1960.0
High School Caesar,https://www.imdb.com/title/tt0053911/?ref_=sr_t_264,1960,1h 15m,Not Rated,5.0,326,,,,,"[""O'Dale Ireland""]","[""O'Dale Ireland"", 'Ethelmae Wilson Page', 'Robert Slaven']","['John Ashley', 'Gary Vinson', 'Steve Stevens']",['Drama'],['United States'],"['Chillicothe, Missouri, USA']",['Marathon Pictures'],['English'],0,0,0,1960.0
El cochecito,https://www.imdb.com/title/tt0053724/?ref_=sr_t_265,1960,1h 25m,PG,7.3,1.6K,,,,,['Marco Ferreri'],"['Rafael Azcona', 'Marco Ferreri']","['José Isbert', 'Pedro Porcel', 'José Luis López Vázquez']","['Dark Comedy', 'Comedy', 'Drama']",['Spain'],"['Madrid, Spain']","['Films 59', 'Portabella Film']","['Spanish', 'French', 'German']",0,0,0,1960.0
The Giants of Thessaly,https://www.imdb.com/title/tt0053861/?ref_=sr_t_266,1960,1h 26m,,5.1,395,,,,,['Riccardo Freda'],"['Giuseppe Masini', 'Mario Rossetti', 'Riccardo Freda']","['Roland Carey', 'Ziva Rodann', 'Alberto Farnese']","['Adventure', 'Fantasy']","['Italy', 'France']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","['Alexandra Film', 'Societé Cinématographique Lyre', 'Alexandra Film']",['Italian'],0,0,0,1960.0
Das Zaubermännchen,https://www.imdb.com/title/tt0307693/?ref_=sr_t_267,1960,1h 13m,,6.4,149,,,,,['Christoph Engel'],"['Jacob Grimm', 'Wilhelm Grimm', 'Günter Kaltofen']","['Karl-Heinz Rothin', 'Karin Lesch', 'Reinhard Michalke']","['Family', 'Fantasy']",['East Germany'],[],['DEFA-Studio für Spielfilme'],['German'],0,0,0,1960.0
Stowaway in the Sky,https://www.imdb.com/title/tt0056667/?ref_=sr_t_268,1960,1h 25m,Not Rated,6.6,248,,,,,['Albert Lamorisse'],['Albert Lamorisse'],"['André Gille', 'Maurice Baquet', 'Pascal Lamorisse']","['Adventure', 'Family']",['France'],"['El Torcal, Antequera, Málaga, Andalucía, Spain']","['Films Montsouris', 'Filmsonor']",['French'],0,0,0,1960.0
Why Must I Die?,https://www.imdb.com/title/tt0054474/?ref_=sr_t_269,1960,1h 26m,,5.6,156,,,,,['Roy Del Ruth'],"['George Waters', 'Richard Bernstein', 'Herbert G. Luft']","['Terry Moore', 'Debra Paget', 'Bert Freed']","['Crime', 'Drama']",['United States'],[],['Viscount Films - Terry Moore Production'],['English'],0,0,0,1960.0
Crack in the Mirror,https://www.imdb.com/title/tt0053735/?ref_=sr_t_270,1960,1h 37m,,6.6,253,,,,,['Richard Fleischer'],"['Jules Dassin', 'Marcel Haedrich', 'Darryl F. Zanuck']","['Orson Welles', 'Juliette Gréco', 'Bradford Dillman']","['Crime', 'Drama']",['United States'],"['Studios de Boulogne-Billancourt/SFP - 2 Rue de Silly, Boulogne-Billancourt, Hauts-de-Seine, France']",['Darryl F. Zanuck Productions'],"['English', 'French']",0,0,0,1960.0
Pirates of the Coast,https://www.imdb.com/title/tt0054185/?ref_=sr_t_271,1960,1h 42m,,5.3,187,,,,,['Domenico Paolella'],"['Luciano Martino', 'Ugo Guerra', 'Bruno Rasia']","['Lex Barker', 'Estella Blain', 'Livio Lorenzon']",['Adventure'],"['Italy', 'France']",[],"['Romana Film', 'Société Nouvelle de Cinématographie (SNC)']",['Italian'],0,0,0,1960.0
Kohinoor,https://www.imdb.com/title/tt0053999/?ref_=sr_t_272,1960,2h 31m,,6.6,197,,,,,['S.U. Sunny'],['Wajahat Mirza'],"['Dilip Kumar', 'Meena Kumari', 'Azim']","['Action', 'Adventure', 'Comedy', 'Romance']",['India'],[],['Republic Film Corporation'],['Hindi'],0,0,0,1960.0
Three Came to Kill,https://www.imdb.com/title/tt0053357/?ref_=sr_t_273,1960,1h 11m,Approved,5.6,166,,,,,['Edward L. Cahn'],"['Robert E. Kent', 'Orville H. Hampton']","['Cameron Mitchell', 'John Lupton', 'Steve Brodie']","['Crime', 'Thriller']",['United States'],"['New York City, New York, USA']",['Premium Pictures Inc.'],['English'],0,0,0,1960.0
The Enemy General,https://www.imdb.com/title/tt0053795/?ref_=sr_t_274,1960,1h 14m,Approved,5.5,187,,,,,['George Sherman'],"['Dan Pepper', 'Burt Picard']","['Van Johnson', 'Jean-Pierre Aumont', 'Dany Carrel']","['Adventure', 'Drama', 'Romance', 'War']",['United States'],['France'],['Clover Productions'],['English'],0,0,0,1960.0
It Takes a Thief,https://www.imdb.com/title/tt0053958/?ref_=sr_t_275,1960,1h 41m,Approved,6.1,404,,,,,['John Gilling'],['John Gilling'],"['Jayne Mansfield', 'Anthony Quayle', 'Carl Möhner']","['Crime', 'Drama', 'Thriller']",['United Kingdom'],"['Longmoor military railway, Longmoor Military Camp, Hampshire, England, UK']",['Alexandra'],['English'],0,0,0,1960.0
"Once More, with Feeling!",https://www.imdb.com/title/tt0054141/?ref_=sr_t_276,1960,1h 32m,,6.0,571,,,,,['Stanley Donen'],['Harry Kurnitz'],"['Yul Brynner', 'Kay Kendall', 'Geoffrey Toone']","['Comedy', 'Drama', 'Romance']",['United Kingdom'],"['Paris, France']",['Stanley Donen Films'],['English'],0,0,0,1960.0
I Aim at the Stars,https://www.imdb.com/title/tt0053440/?ref_=sr_t_277,1960,1h 47m,Approved,6.2,262,,,,,['J. Lee Thompson'],"['H.W. John', 'Udo Wolter', 'George Froeschel']","['Curd Jürgens', 'Victoria Shaw', 'Herbert Lom']","['Biography', 'Drama']","['West Germany', 'United States']","['Bavaria Studios, Munich, Bavaria, Germany']","['Morningside Productions', 'Fama-Film']","['German', 'English']",0,0,0,1960.0
The Warped Ones,https://www.imdb.com/title/tt0057238/?ref_=sr_t_278,1960,1h 15m,Not Rated,6.9,1.1K,,,,,['Koreyoshi Kurahara'],['Nobuo Yamada'],"['Tamio Kawaji', 'Yuko Chiyo', 'Eiji Gô']","['Crime', 'Drama']",['Japan'],[],['Nikkatsu'],"['Japanese', 'English']",0,0,0,1960.0
The Bramble Bush,https://www.imdb.com/title/tt0053673/?ref_=sr_t_279,1960,1h 33m,,5.6,290,,,,,['Daniel Petrie'],"['Milton Sperling', 'Philip Yordan', 'Charles Mergendahl']","['Richard Burton', 'Barbara Rush', 'Jack Carson']",['Drama'],['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']",['United States Pictures'],['English'],0,0,0,1960.0
Skywatch,https://www.imdb.com/title/tt0054029/?ref_=sr_t_280,1960,1h 30m,Not Rated,6.2,324,,,,,['Lewis Gilbert'],"['Vernon Harris', 'Robert Storey']","['Ian Carmichael', 'Tommy Steele', 'Benny Hill']","['Comedy', 'Romance', 'War']",['United Kingdom'],"['Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK']",['Criterion Films'],['English'],0,0,0,1960.0
Walk Like a Dragon,https://www.imdb.com/title/tt0054457/?ref_=sr_t_281,1960,1h 35m,Approved,6.7,172,,,,,['James Clavell'],"['James Clavell', 'Daniel Mainwaring']","['Jack Lord', 'Nobu McCarthy', 'James Shigeta']","['Drama', 'Western']",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA']",['James Clavell Productions'],['English'],0,0,0,1960.0
Bombai Ka Babu,https://www.imdb.com/title/tt0053629/?ref_=sr_t_282,1960,2h 34m,Not Rated,7.6,208,,,,,['Raj Khosla'],"['Rajinder Singh Bedi', 'G.R. Kamath']","['Dev Anand', 'Suchitra Sen', 'Jeevan Dhar']","['Drama', 'Musical', 'Romance']",['India'],"['Mehboob Studios, Mumbai, Maharashtra, India']",['Naya Films'],['Hindi'],0,0,0,1960.0
Terror of the Red Mask,https://www.imdb.com/title/tt0053345/?ref_=sr_t_283,1960,1h 28m,,5.6,85,,,,,['Luigi Capuano'],"['Marcello Ciorciolini', 'Vittorio Metz', 'Luigi Capuano']","['Lex Barker', 'Chelo Alonso', 'Livio Lorenzon']","['Adventure', 'History', 'Romance']",['Italy'],"['De Paolis Studios, Rome, Lazio, Italy']","['De Paolis I.N.C.I.R.', 'Jonia Film']",['Italian'],0,0,0,1960.0
Åsa-Nisse som polis,https://www.imdb.com/title/tt0054508/?ref_=sr_t_284,1960,1h 25m,,3.9,114,,,,,['Ragnar Frisk'],['Per Lennart Ekström'],"['John Elfström', 'Artur Rolén', 'Brita Öberg']",['Comedy'],['Sweden'],[],['Svensk Talfilm'],['Swedish'],0,0,0,1960.0
Desire in the Dust,https://www.imdb.com/title/tt0053762/?ref_=sr_t_285,1960,1h 42m,Approved,6.0,202,,,,,['William F. Claxton'],"['Harry Whittington', 'Charles Lang']","['Raymond Burr', 'Martha Hyer', 'Joan Bennett']","['Crime', 'Drama', 'Mystery', 'Romance']",['United States'],"['Clinton, Louisiana, USA']",['Associated Producers (API)'],['English'],0,0,0,1960.0
Kala Bazar,https://www.imdb.com/title/tt0053980/?ref_=sr_t_286,1960,2h 43m,,7.2,345,,,,,['Vijay Anand'],['Vijay Anand'],"['Dev Anand', 'Waheeda Rehman', 'Nanda Karnataki']","['Crime', 'Drama', 'Musical', 'Romance']",['India'],"['Ooty, Tamil Nadu, India']",['Navketan'],['Hindi'],0,0,0,1960.0
Ghunghat,https://www.imdb.com/title/tt0146794/?ref_=sr_t_287,1960,,,6.8,43,,,,,['Ramanand Sagar'],['Ramanand Sagar'],"['Pradeep Kumar', 'Bina Rai', 'Bharat Bhushan']","['Drama', 'Family']",['India'],"['Gemini Studios, Chennai, Tamil Nadu, India']",['Gemini Studios'],['Hindi'],0,0,0,1960.0
"Goodbye, See You Tomorrow",https://www.imdb.com/title/tt0053774/?ref_=sr_t_288,1960,1h 28m,,7.0,864,,,,,['Janusz Morgenstern'],"['Zbigniew Cybulski', 'Bogumil Kobiela', 'Wilhelm Mach']","['Zbigniew Cybulski', 'Teresa Tuszynska', 'Grazyna Muszynska']","['Drama', 'Romance']",['Poland'],"['Gdansk, Pomorskie, Poland']","['Zespol Filmowy ""Kadr""']","['Polish', 'French', 'English']",0,0,0,1960.0
Knights of the Teutonic Order,https://www.imdb.com/title/tt0054004/?ref_=sr_t_289,1960,2h 46m,,6.9,2.3K,33000000.0,,,,['Aleksander Ford'],"['Aleksander Ford', 'Leon Kruczkowski', 'Henryk Sienkiewicz']","['Urszula Modrzynska', 'Grazyna Staniszewska', 'Andrzej Szalawski']","['Adventure', 'Drama', 'History', 'Romance', 'War']",['Poland'],"['Las Lagiewnicki, Lódz, Lódzkie, Poland']","['Zespól Filmowy ""Studio""']",['Polish'],0,0,0,1960.0
Virgin Sacrifice,https://www.imdb.com/title/tt0188273/?ref_=sr_t_290,1960,1h 7m,Approved,3.4,159,,,,,['Fernando Wagner'],"['V.J. Rheims', 'David DaLie']","['David DaLie', 'Antonio Gutiérrez', 'Angélica Morales']","['Action', 'Adventure']",['United States'],"['San Jose, Guatemala']",['Pan American Productions Inc.'],['English'],0,0,0,1960.0
Silver Spoon Set,https://www.imdb.com/title/tt0053756/?ref_=sr_t_291,1960,1h 42m,,7.0,272,,,,,['Francesco Maselli'],"['Ennio De Concini', 'Francesco Maselli', 'Ageo Savioli']","['Claudia Cardinale', 'Gérard Blain', 'Anna Maria Ferrero']",['Drama'],"['Italy', 'France']","['Ascoli Piceno, Marche, Italy']","['Lux Film', 'Vides Cinematografica']",['Italian'],0,0,0,1960.0
Carthage in Flames,https://www.imdb.com/title/tt0054729/?ref_=sr_t_292,1960,1h 33m,,5.0,316,,,,,['Carmine Gallone'],"['Ennio De Concini', 'Carmine Gallone', 'Emilio Salgari']","['Pierre Brasseur', 'Daniel Gélin', 'Anne Heywood']","['Action', 'Adventure', 'Drama', 'Romance', 'War']","['Italy', 'France']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","['Compagnie Cinématographique de France', 'Lux Film', 'Produzione Gallone']",['Italian'],0,0,0,1960.0
The Barbarians,https://www.imdb.com/title/tt0053634/?ref_=sr_t_293,1960,1h 30m,,4.8,258,750000.0,,,,['Rudolph Maté'],"['John Lee Mahin', 'Martin Rackin', 'Francis Van Wyck Mason']","['Jack Palance', 'Milly Vitale', 'Guy Rolfe']","['Action', 'Adventure', 'Drama', 'War']","['Italy', 'United States']",['Italy'],"['Galatea Film', 'Mahin-Rackin', 'FTR']","['Italian', 'English']",0,0,0,1960.0
Mein Kampf,https://www.imdb.com/title/tt0052635/?ref_=sr_t_294,1960,1h 51m,Not Rated,7.6,396,,,,,['Erwin Leiser'],"['Maurice Croizat', 'Erwin Leiser']","['Paul Klinger', 'Claude Stephenson', 'Louis Arbessier']","['Documentary', 'Drama', 'War']","['Sweden', 'West Germany']",[],['Minerva Film AB'],"['German', 'Swedish']",0,0,0,1960.0
Rumor of Love,https://www.imdb.com/title/tt0366623/?ref_=sr_t_295,1961,2h,,8.0,1.3K,,,,,['Fatin Abdulwahhab'],"['Ali El Zorkani', 'John Emerson', 'Anita Loos']","['Omar Sharif', 'Suad Husni', 'Youssef Wahbi']","['Comedy', 'Romance']",['Egypt'],[],[],['Arabic'],0,0,0,1961.0
Bad Luck,https://www.imdb.com/title/tt0054495/?ref_=sr_t_296,1960,1h 32m,,7.4,1.4K,,1708.0,,,['Andrzej Munk'],['Jerzy Stefan Stawinski'],"['Bogumil Kobiela', 'Maria Ciesielska', 'Helena Dabrowska']",['Comedy'],['Poland'],"['Agrykola, Royal Lazienki Park, Sródmiescie, Warsaw, Mazowieckie, Poland']","['Zespol Filmowy ""Kamera""']",['Polish'],0,0,0,1960.0
The Walking Target,https://www.imdb.com/title/tt0054459/?ref_=sr_t_297,1960,1h 15m,Approved,6.0,368,,,,,['Edward L. Cahn'],['Stephen Kandel'],"['Joan Evans', 'Ron Foster', 'Merry Anders']","['Crime', 'Drama']",['United States'],"['Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA']",['Zenith Pictures'],['English'],0,0,0,1960.0
Trouble in the Sky,https://www.imdb.com/title/tt0054762/?ref_=sr_t_298,1960,1h 32m,Approved,6.5,444,,,,,['Charles Frend'],"['Robert Westerby', 'Jeffrey Dell', 'David Beaty']","['Michael Craig', 'Peter Cushing', 'Bernard Lee']","['Drama', 'Thriller']",['United Kingdom'],"['Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK']",['Aubrey Baring Productions'],['English'],0,0,0,1960.0
Make Mine Mink,https://www.imdb.com/title/tt0054049/?ref_=sr_t_299,1960,1h 40m,Not Rated,7.0,1.2K,,,,,['Robert Asher'],"['Peter Coke', 'Michael Pertwee', 'Peter Blackmore']","['Terry-Thomas', 'Athene Seyler', 'Hattie Jacques']",['Comedy'],['United Kingdom'],"['Hampstead Heath, Hampstead, London, England, UK']",['The Rank Organisation'],['English'],0,0,0,1960.0
This Rebel Breed,https://www.imdb.com/title/tt0054381/?ref_=sr_t_300,1960,1h 30m,,5.6,206,,,,,"['Richard L. Bare', 'William Rowland']","['Irma Berk', 'Morris Lee Green', 'William Rowland']","['Rita Moreno', 'Mark Damon', 'Gerald Mohr']",['Drama'],['United States'],"['Bunker Hill, Downtown, Los Angeles, California, USA']",['All Gods Chillun'],['English'],0,0,0,1960.0
Guns of the Timberland,https://www.imdb.com/title/tt0053884/?ref_=sr_t_301,1960,1h 31m,Approved,5.5,596,,,,,['Robert D. Webb'],"['Joseph Petracca', 'Aaron Spelling', ""Louis L'Amour""]","['Alan Ladd', 'Jeanne Crain', 'Gilbert Roland']","['Classical Western', 'Western']",['United States'],"['Blairsden-Graegle, California, USA']",['Jaguar Productions'],['English'],0,0,0,1960.0
Kalathur Kannamma,https://www.imdb.com/title/tt0156666/?ref_=sr_t_302,1960,2h 56m,,7.1,157,,,,,['A. Bhimsingh'],['Jawar N. Sitaraman'],"['Gemini Ganesan', 'Savitri', 'Kamal Haasan']","['Drama', 'Romance']",['India'],[],['AVM Productions'],"['Tamil', 'Telugu']",0,0,0,1960.0
Prace,https://www.imdb.com/title/tt0054202/?ref_=sr_t_303,1962,1h 24m,,6.9,124,,,,,['Karel Kachyna'],"['Karel Kachyna', 'Jan Mares', 'J.A. Novotný']","['Michal Koblic', 'Marienka Magdolenova', 'Vladimír Hlavatý']","['Family', 'War']",['Czechoslovakia'],"['Jince, Czech Republic']",['Filmové studio Barrandov'],['Czech'],0,0,0,1962.0
Un rayo de luz,https://www.imdb.com/title/tt0054233/?ref_=sr_t_304,1960,1h 50m,,5.3,236,,,,,['Luis Lucia'],"['Félix Atalaya', 'Manuel Atalaya', 'Jaime García Herranz']","['Marisol', 'Anselmo Duarte', 'María Mahor']","['Comedy', 'Musical']",['Spain'],"['Parque de El Capricho, Madrid, Madrid, Spain']","['Guión Producciones Cinematográficas', 'Producciones Benito Perojo']",['Spanish'],0,0,0,1960.0
Messalina,https://www.imdb.com/title/tt0055169/?ref_=sr_t_305,1960,1h 24m,,5.6,289,,,,,['Vittorio Cottafavi'],"['Edmond Albou', 'Ennio De Concini', 'Mario Guerra']","['Belinda Lee', 'Spyros Fokas', 'Carlo Giustini']",['Drama'],['Italy'],"['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","['Cineproduzione Emo Bistolfi', 'Rewind Film']",['Italian'],0,0,0,1960.0
Brainwashed,https://www.imdb.com/title/tt0054272/?ref_=sr_t_306,1960,1h 42m,,6.9,667,,,,,['Gerd Oswald'],"['Stefan Zweig', 'Harold Medford', 'Gerd Oswald']","['Curd Jürgens', 'Claire Bloom', 'Hansjörg Felmy']","['Drama', 'Sport', 'War']",['West Germany'],"['UFA Studios, Berlin, Germany']",['Roxy Film'],['German'],0,0,0,1960.0
Sujata,https://www.imdb.com/title/tt0053319/?ref_=sr_t_307,1960,2h 41m,,7.5,430,,,,,['Bimal Roy'],"['Nabendu Ghosh', 'Subodh Ghosh', 'Paul Mahendra']","['Nutan', 'Sunil Dutt', 'Shashikala Jawalkar']","['Drama', 'Romance']",['India'],"['Mohan Studios, Mumbai, Maharashtra, India']",['Bimal Roy Productions'],['Hindi'],0,2,0,1960.0
The Beginning and the End,https://www.imdb.com/title/tt0053652/?ref_=sr_t_308,1960,2h 10m,,8.0,727,,,,,['Salah Abouseif'],"['Salah Abouseif', 'Salah Erzine', 'Naguib Mahfouz']","['Farid Shawqi', 'Omar Sharif', 'Aminah Rizq']",['Drama'],['Egypt'],[],[],['Arabic'],0,0,0,1960.0
Faust,https://www.imdb.com/title/tt0163624/?ref_=sr_t_309,1960,2h 8m,,7.4,706,,,,,"['Peter Gorski', 'Gustaf Gründgens']",['Johann Wolfgang von Goethe'],"['Will Quadflieg', 'Gustaf Gründgens', 'Ella Büchi']","['Drama', 'Fantasy']",['West Germany'],"['Deutsches Schauspielhaus, Hamburg, Germany']",['Divina-Film'],['German'],0,0,0,1960.0
Cage of Evil,https://www.imdb.com/title/tt0053689/?ref_=sr_t_310,1960,1h 10m,Approved,5.5,505,,,,,['Edward L. Cahn'],"['Orville H. Hampton', 'Alexander Richards']","['Ron Foster', 'Patricia Blair', 'Harp McGuire']","['Crime', 'Drama']",['United States'],"['10920 Ventura Boulevard, Studio City, California, USA']",['Zenith Pictures'],['English'],0,0,0,1960.0
Strafbataillon 999,https://www.imdb.com/title/tt0053309/?ref_=sr_t_311,1960,1h 49m,,6.8,107,,,,,['Harald Philipp'],"['Heinz G. Konsalik', 'Harald Philipp', 'Wolfgang Menge']","['Werner Peters', 'Kurd Pieritz', 'Heinz Weiss']","['Drama', 'War']","['West Germany', 'Yugoslavia']",[],"['Zeyn-Film', 'Dubrava Film']","['German', 'Russian']",0,0,0,1960.0
