Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
Broadway Danny Rose,https://www.imdb.com/title/tt0087003/?ref_=sr_t_72,1984,1h 24m,PG,7.4,27K,8000000.0,10600497.0,10600497.0,953794.0,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Mia Farrow', 'Nick Apollo Forte']",['Comedy'],['United States'],"['Brill Building - 1619 Broadway, Manhattan, New York City, New York, USA']","['Orion Pictures', 'Jack Rollins & Charles H. Joffe Productions']","['English', 'Italian', 'Yiddish']",0,5,2,1984.0
Where the Boys Are,https://www.imdb.com/title/tt0088395/?ref_=sr_t_73,1984,1h 34m,R,4.2,1.5K,,10530000.0,10530000.0,3665088.0,['Hy Averback'],"['Stu Krieger', 'Jeff Burkhart', 'Glendon Swarthout']","['Lisa Hartman', 'Lorna Luft', 'Wendy Schaal']","['Raunchy Comedy', 'Comedy']","['United Kingdom', 'United States']","['City Limits - Fort Lauderdale, Florida, USA']",['Incorporated Television Company (ITC)'],['English'],0,4,0,1984.0
Thief of Hearts,https://www.imdb.com/title/tt0088256/?ref_=sr_t_74,1984,1h 40m,R,5.8,2K,9000000.0,10435015.0,10435015.0,3091670.0,['Douglas Day Stewart'],['Douglas Day Stewart'],"['Steven Bauer', 'Barbara Williams', 'John Getz']","['Crime', 'Drama', 'Thriller']",['United States'],"['Sausalito, California, USA']","['Don Simpson/Jerry Bruckheimer Films', 'Paramount Pictures']",['English'],0,0,0,1984.0
Stop Making Sense,https://www.imdb.com/title/tt0088178/?ref_=sr_t_75,1984,1h 28m,PG,8.7,22K,1200000.0,13129659.0,10306902.0,41666.0,['Jonathan Demme'],"['Jonathan Demme', 'Talking Heads']","['David Byrne', 'Bernie Worrell', 'Alex Weir']","['Concert', 'Music Documentary', 'Documentary', 'Music']",['United States'],"['Pantages Theater - 6233 Hollywood Blvd., Hollywood, Los Angeles, California, USA']","['Talking Heads', 'Arnold Stiefel Company']","['English', 'French']",0,0,0,1984.0
Terror in the Aisles,https://www.imdb.com/title/tt0088249/?ref_=sr_t_76,1984,1h 24m,R,6.3,2.4K,,10004817.0,10004817.0,4009866.0,['Andrew J. Kuehn'],['Margery Doppelt'],"['Donald Pleasence', 'Nancy Allen', 'Fred Asparagus']","['Documentary', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],[],"['Kaleidoscope Films', 'T.E.M. Programs International', 'TEC']",['English'],0,0,0,1984.0
Country,https://www.imdb.com/title/tt0087091/?ref_=sr_t_77,1984,1h 45m,PG,6.6,2.3K,10000000.0,9640000.0,9640000.0,24443.0,['Richard Pearce'],['William D. Wittliff'],"['Jessica Lange', 'Sam Shepard', 'Wilford Brimley']",['Drama'],['United States'],"['Black Hawk County, Iowa, USA']","['Touchstone Films', 'Touchstone Pictures', 'Far West']",['English'],0,3,1,1984.0
Bolero,https://www.imdb.com/title/tt0086987/?ref_=sr_t_78,1984,1h 45m,R,3.0,6.2K,7000000.0,8914881.0,8914881.0,4579240.0,['John Derek'],['John Derek'],"['Bo Derek', 'George Kennedy', 'Andrea Occhipinti']","['Period Drama', 'Comedy', 'Drama', 'Romance']",['United States'],"['Beaulieu Motor Museum, Beaulieu, Brockenhurst, Hampshire, England, UK']","['City Films', 'Golan-Globus Productions']",['English'],0,5,0,1984.0
Body Double,https://www.imdb.com/title/tt0086984/?ref_=sr_t_79,1984,1h 54m,R,6.8,41K,10000000.0,8805548.0,8801940.0,2837978.0,['Brian De Palma'],"['Robert J. Avrech', 'Brian De Palma']","['Craig Wasson', 'Melanie Griffith', 'Gregg Henry']","['Erotic Thriller', 'Giallo', 'Psychological Thriller', 'Serial Killer', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Chemosphere House - 7776 Torreyson Drive, Hollywood Hills, Los Angeles, California, USA']","['Columbia Pictures', 'Delphi II Productions']",['English'],0,4,0,1984.0
Oxford Blues,https://www.imdb.com/title/tt0087866/?ref_=sr_t_80,1984,1h 37m,PG-13,5.3,3.6K,,8793152.0,8793152.0,2486418.0,['Robert Boris'],['Robert Boris'],"['Rob Lowe', 'Ally Sheedy', 'Amanda Pays']","['Comedy', 'Drama', 'Sport']",['United Kingdom'],"['Broughton Castle, Broughton, Banbury, Oxfordshire, England, UK']","['Baltic Industrial Finance', 'Winkast Film Productions']",['English'],0,0,0,1984.0
The Bounty,https://www.imdb.com/title/tt0086993/?ref_=sr_t_81,1984,2h 12m,PG,7.0,32K,25000000.0,8613462.0,8613462.0,2622306.0,['Roger Donaldson'],"['Robert Bolt', 'Richard Hough', 'Ian Mune']","['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier']","['Costume Drama', 'Historical Epic', 'Period Drama', 'Tragedy', 'Adventure', 'Drama', 'History', 'Romance']","['United Kingdom', 'United States']","['Moorea, French Polynesia']","['Dino De Laurentiis Company', 'Bounty Productions Ltd.']",['English'],0,0,0,1984.0
1984,https://www.imdb.com/title/tt0087803/?ref_=sr_t_82,1984,1h 53m,R,7.0,82K,3000000.0,8431544.0,8430492.0,29897.0,['Michael Radford'],"['Michael Radford', 'George Orwell']","['John Hurt', 'Richard Burton', 'Suzanna Hamilton']","['Dystopian Sci-Fi', 'Drama', 'Sci-Fi']","['United Kingdom', 'West Germany', 'Netherlands']","['Battersea Power Station, 21 Circus Road West, Nine Elms, London, Greater London, England, UK']","['Virgin', 'Umbrella-Rosenblum Films Production', 'Virgin Benelux']",['English'],0,3,1,1984.0
Reckless,https://www.imdb.com/title/tt0087983/?ref_=sr_t_83,1984,1h 30m,R,6.2,2.4K,,8289916.0,8289916.0,2446016.0,['James Foley'],['Chris Columbus'],"['Aidan Quinn', 'Daryl Hannah', 'Kenneth McMillan']","['Comedy', 'Drama', 'Romance']",['United States'],"['Steubenville, Ohio, USA']","['Edgar J. Scherick Associates', 'Metro-Goldwyn-Mayer (MGM)']",['English'],0,0,0,1984.0
The Philadelphia Experiment,https://www.imdb.com/title/tt0087910/?ref_=sr_t_84,1984,1h 42m,PG,6.1,17K,6400000.0,8103330.0,8103330.0,1877000.0,['Stewart Raffill'],"['Michael Janover', 'William Gray', 'Wallace C. Bennett']","['Michael Paré', 'Nancy Allen', 'Eric Christmas']","['Time Travel', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",['United States'],"['Charleston, South Carolina, USA']","['New World Pictures', 'Cinema Group Ventures', 'New Pictures Group']",['English'],0,2,0,1984.0
Streets of Fire,https://www.imdb.com/title/tt0088194/?ref_=sr_t_85,1984,1h 33m,PG,6.7,26K,14500000.0,8090173.0,8089290.0,2426500.0,['Walter Hill'],"['Walter Hill', 'Larry Gross']","['Michael Paré', 'Diane Lane', 'Rick Moranis']","['Action', 'Crime', 'Drama', 'Music', 'Romance', 'Thriller']",['United States'],"['Wilmington, Los Angeles, California, USA']","['Universal Pictures', 'RKO Radio Pictures', 'A Hill-Gordon-Silver Production']",['English'],0,0,0,1984.0
Just the Way You Are,https://www.imdb.com/title/tt0087525/?ref_=sr_t_86,1984,1h 34m,PG,5.9,1.1K,,7889694.0,7889694.0,2291803.0,['Édouard Molinaro'],['Allan Burns'],"['Kristy McNichol', 'Michael Ontkean', 'Kaki Hunter']","['Comedy', 'Music', 'Romance']",['United States'],"['Hotel Mont Blanc, Megeve, France']",['Metro-Goldwyn-Mayer (MGM)'],['English'],0,0,0,1984.0
The Little Drummer Girl,https://www.imdb.com/title/tt0087629/?ref_=sr_t_87,1984,2h 10m,R,6.1,2.5K,15000000.0,7828841.0,7828841.0,2632719.0,['George Roy Hill'],"['Loring Mandel', 'John le Carré']","['Diane Keaton', 'Yorgo Voyagis', 'Klaus Kinski']",['Drama'],['United States'],"['Erding, Bavaria, Germany']","['Bavaria Film', 'Pan Arts', 'Warner Bros.']",['English'],0,0,0,1984.0
Ninja III: The Domination,https://www.imdb.com/title/tt0087805/?ref_=sr_t_88,1984,1h 32m,R,5.4,5.4K,,7611652.0,7610785.0,1727546.0,['Sam Firstenberg'],['James R. Silke'],"['Shô Kosugi', 'Lucinda Dickey', 'Jordan Bennett']","['Action', 'Fantasy', 'Thriller']",['United States'],"['Phoenix, Arizona, USA']","['Golan-Globus Productions', 'Cannon Films']",['English'],0,0,0,1984.0
Iceman,https://www.imdb.com/title/tt0087452/?ref_=sr_t_89,1984,1h 40m,PG,6.1,6.3K,,7343032.0,7343032.0,1836120.0,['Fred Schepisi'],"['Chip Proser', 'John Drimmer']","['Timothy Hutton', 'Lindsay Crouse', 'John Lone']","['Drama', 'Sci-Fi']",['United States'],"['Churchill, Manitoba, Canada']",['Universal Pictures'],['English'],0,0,0,1984.0
Hardbodies,https://www.imdb.com/title/tt0087385/?ref_=sr_t_90,1984,1h 28m,R,4.9,4.3K,,7121719.0,7121719.0,2684599.0,['Mark Griffiths'],"['Steve Greene', 'Eric Alter', 'Mark Griffiths']","['Grant Cramer', 'Teal Roberts', 'Gary Wood']","['Raunchy Comedy', 'Comedy']",['United States'],"['Hermosa Beach, California, USA']","['Chroma III Productions', 'Columbia Pictures']",['English'],0,0,0,1984.0
Alphabet City,https://www.imdb.com/title/tt0086877/?ref_=sr_t_91,1984,1h 25m,R,5.2,1.2K,,7035585.0,7035585.0,1172292.0,['Amos Poe'],"['Gregory K. Heller', 'Amos Poe', 'Robert Seidman']","['Vincent Spano', 'Michael Winslow', 'Kate Vernon']","['Crime', 'Drama', 'Thriller']",['United States'],"['Manhattan, New York City, New York, USA']",[],['English'],0,0,0,1984.0
The Pope of Greenwich Village,https://www.imdb.com/title/tt0087932/?ref_=sr_t_92,1984,2h 1m,R,6.6,10K,8000000.0,6836201.0,6836201.0,1544624.0,['Stuart Rosenberg'],['Vincent Patrick'],"['Eric Roberts', 'Mickey Rourke', 'Daryl Hannah']","['Action', 'Comedy', 'Crime', 'Drama']",['United States'],"['Bronx, New York City, New York, USA']",['United Artists'],['English'],0,0,1,1984.0
Runaway,https://www.imdb.com/title/tt0088024/?ref_=sr_t_93,1984,1h 40m,PG-13,5.9,15K,,6770587.0,6770587.0,1198279.0,['Michael Crichton'],['Michael Crichton'],"['Tom Selleck', 'Cynthia Rhodes', 'Gene Simmons']","['B-Action', 'Cyberpunk', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Moses Lake, Washington, USA']","['TriStar Pictures', 'Delphi III Productions']",['English'],0,0,0,1984.0
Swing Shift,https://www.imdb.com/title/tt0088213/?ref_=sr_t_94,1984,1h 40m,PG,5.9,5.5K,15000000.0,6650206.0,6650206.0,2270136.0,['Jonathan Demme'],"['Nancy Dowd', 'Ron Nyswaner']","['Goldie Hawn', 'Kurt Russell', 'Christine Lahti']","['Drama', 'Romance', 'War']",['United States'],"['Long Beach, California, USA']","['Warner Bros.', 'Lantana', 'Hawn / Sylbert Movie Company']",['English'],0,3,1,1984.0
The Razor's Edge,https://www.imdb.com/title/tt0087980/?ref_=sr_t_95,1984,2h 8m,PG-13,6.4,6.1K,13000000.0,6551987.0,6551987.0,2411311.0,['John Byrum'],"['W. Somerset Maugham', 'John Byrum', 'Bill Murray']","['Bill Murray', 'Theresa Russell', 'Denholm Elliott']","['Drama', 'Romance', 'War']","['United States', 'United Kingdom']","['Ladakh, Jammu & Kashmir, India']","['Columbia Pictures', 'Colgems Productions Ltd.', 'Marcucci-Cohen-Benn Production']",['English'],0,0,0,1984.0
The Adventures of Buckaroo Banzai Across the 8th Dimension,https://www.imdb.com/title/tt0086856/?ref_=sr_t_96,1984,1h 43m,PG,6.2,31K,,6254862.0,6254148.0,620279.0,['W.D. Richter'],['Earl Mac Rauch'],"['Peter Weller', 'John Lithgow', 'Ellen Barkin']","['Space Sci-Fi', 'Adventure', 'Comedy', 'Sci-Fi']",['United States'],"['Lake View Medical Center - 11600 Eldridge Avenue, Lake View Terrace, Los Angeles, California, USA']",['Sherwood Productions'],['English'],0,0,0,1984.0
Firstborn,https://www.imdb.com/title/tt0087263/?ref_=sr_t_97,1984,1h 43m,PG-13,6.2,3.3K,8000000.0,6250994.0,6250994.0,1606214.0,['Michael Apted'],['Ron Koslow'],"['Teri Garr', 'Peter Weller', 'Christopher Collet']","['Drama', 'Thriller']",['United States'],"['Morristown, New Jersey, USA']","['Paramount Pictures', 'Jaffe-Lansing', 'Witt/Thomas Productions']",['English'],0,0,0,1984.0
Racing with the Moon,https://www.imdb.com/title/tt0087968/?ref_=sr_t_98,1984,1h 48m,PG,6.6,5.4K,6500000.0,6045647.0,6045647.0,1803432.0,['Richard Benjamin'],['Steve Kloves'],"['Sean Penn', 'Elizabeth McGovern', 'Nicolas Cage']","['Comedy', 'Drama', 'Romance']",['United States'],"['Mendocino, California, USA']","['Jaffe-Lansing', 'Paramount Pictures']",['English'],0,0,0,1984.0
Sheena,https://www.imdb.com/title/tt0088103/?ref_=sr_t_99,1984,1h 57m,PG,4.9,5.7K,25000000.0,5778353.0,5778353.0,2950114.0,['John Guillermin'],"['David Newman', 'Lorenzo Semple Jr.', 'Leslie Stevens']","['Tanya Roberts', 'Ted Wass', 'Donovan Scott']","['Jungle Adventure', 'Superhero', 'Adventure', 'Fantasy']","['United Kingdom', 'United States']",['Kenya'],"['Colgems Productions Ltd.', 'Columbia Pictures', 'Delphi II Productions']",['English'],0,0,0,1984.0
The Lonely Guy,https://www.imdb.com/title/tt0087635/?ref_=sr_t_100,1984,1h 30m,R,6.2,7.9K,,5718573.0,5718573.0,2072130.0,['Arthur Hiller'],"['Ed. Weinberger', 'Stan Daniels', 'Neil Simon']","['Steve Martin', 'Charles Grodin', 'Judith Ivey']","['Comedy', 'Romance']",['United States'],"['New York City, New York, USA']","['Universal Pictures', 'Aspen Film Society']",['English'],0,0,0,1984.0
Meatballs Part II,https://www.imdb.com/title/tt0087700/?ref_=sr_t_101,1984,1h 27m,PG,3.8,2.9K,,5410972.0,5410972.0,2515268.0,['Ken Wiederhorn'],"['Martin Kitrosser', 'Carol Watson', 'Bruce Franklin Singer']","['Richard Mulligan', 'Hamilton Camp', 'John Mengatti']","['Slapstick', 'Teen Comedy', 'Comedy']",['United States'],"['Veluzat Motion Picture Ranch, Saugus, California, USA']",['TriStar Pictures'],['English'],0,0,0,1984.0
Once Upon a Time in America,https://www.imdb.com/title/tt0087843/?ref_=sr_t_102,1984,3h 49m,R,8.3,389K,30000000.0,5476126.0,5321508.0,2412014.0,['Sergio Leone'],"['Harry Grey', 'Leonardo Benvenuti', 'Piero De Bernardi']","['Robert De Niro', 'James Woods', 'Elizabeth McGovern']","['Dark Comedy', 'Epic', 'Gangster', 'Period Drama', 'Crime', 'Drama']","['Italy', 'United States']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","['The Ladd Company', 'Warner Bros.', 'Producers Sales Organization (PSO)']","['English', 'Italian', 'French', 'Yiddish', 'Hebrew']",0,13,0,1984.0
The Hotel New Hampshire,https://www.imdb.com/title/tt0087428/?ref_=sr_t_103,1984,1h 49m,R,5.9,9.4K,7500000.0,5142858.0,5142858.0,1075800.0,['Tony Richardson'],"['John Irving', 'Tony Richardson']","['Rob Lowe', 'Jodie Foster', 'Paul McCrane']","['Dark Comedy', 'Farce', 'Comedy', 'Drama']","['United Kingdom', 'Canada', 'United States']","['Hudson, Québec, Canada']","['Filmline Productions', 'Producers Circle', 'Woodfall Film Productions']",['English'],0,0,0,1984.0
American Dreamer,https://www.imdb.com/title/tt0086886/?ref_=sr_t_104,1984,1h 45m,PG,6.5,1.8K,10000000.0,5021751.0,5021751.0,1580990.0,['Rick Rosenthal'],"['Ann Biderman', 'David Greenwalt', 'Jim Kouf']","['JoBeth Williams', 'Tom Conti', 'Giancarlo Giannini']","['Romantic Comedy', 'Comedy', 'Crime', 'Romance', 'Thriller']",['United States'],"['Hotel Crillon 10 Place de la Concorde, 75008 Paris, France']",['CBS Theatrical Films'],['English'],0,0,0,1984.0
No Small Affair,https://www.imdb.com/title/tt0087810/?ref_=sr_t_105,1984,1h 42m,R,5.5,2.6K,,4994094.0,4994094.0,2273469.0,['Jerry Schatzberg'],"['Craig Bolotin', 'Terence Mulcahy']","['Jon Cryer', 'Demi Moore', 'George Wendt']","['Comedy', 'Drama', 'Music', 'Romance']",['United States'],"['San Francisco, California, USA']",['Delphi II Productions'],['English'],0,0,0,1984.0
Harry & Son,https://www.imdb.com/title/tt0087386/?ref_=sr_t_106,1984,2h,PG,5.8,2.5K,9500000.0,4864980.0,4864980.0,1900000.0,['Paul Newman'],"['Ronald Buck', 'Paul Newman', 'Raymond DeCapite']","['Paul Newman', 'Robby Benson', 'Ellen Barkin']",['Drama'],['United States'],"['Lake Worth, Florida, USA']",['Orion Pictures'],['English'],0,0,0,1984.0
"Grandview, U.S.A.",https://www.imdb.com/title/tt0087359/?ref_=sr_t_107,1984,1h 37m,R,5.5,2.4K,,4743119.0,4743119.0,2194293.0,['Randal Kleiser'],['Ken Hixon'],"['Jamie Lee Curtis', 'C. Thomas Howell', 'Patrick Swayze']","['Teen Drama', 'Drama']",['United States'],"['Pontiac, Illinois, USA']",['CBS Theatrical Films'],['English'],0,0,0,1984.0
This Is Spinal Tap,https://www.imdb.com/title/tt0088258/?ref_=sr_t_108,1984,1h 22m,R,7.9,150K,2500000.0,4739391.0,4736202.0,30835.0,['Rob Reiner'],"['Christopher Guest', 'Michael McKean', 'Harry Shearer']","['Rob Reiner', 'Michael McKean', 'Christopher Guest']","['Mockumentary', 'Parody', 'Satire', 'Comedy', 'Music']",['United States'],"['Six Flags Magic Mountain - 26101 Magic Mountain Parkway, Valencia, California, USA']","['Spinal Tap Prod.', 'Goldcrest Films International']","['English', 'Japanese']",0,2,0,1984.0
C.H.U.D.,https://www.imdb.com/title/tt0087015/?ref_=sr_t_109,1984,1h 28m,R,5.6,14K,1250000.0,4654423.0,4654423.0,1762922.0,['Douglas Cheek'],"['Parnell Hall', 'Shepard Abbott', 'Christopher Curry']","['John Heard', 'Daniel Stern', 'Christopher Curry']","['Horror', 'Sci-Fi']",['United States'],"['Jersey City, New Jersey, USA']","['New World Pictures', 'C.H.U.D. Productions']",['English'],0,0,0,1984.0
Making the Grade,https://www.imdb.com/title/tt0087666/?ref_=sr_t_110,1984,1h 45m,R,5.6,1.7K,,4561346.0,4561346.0,1760856.0,['Dorian Walker'],"['Gene Quintano', 'Charles Gale', 'David Thollander']","['Judd Nelson', 'Jonna Lee', 'Gordon Jump']","['Comedy', 'Romance']",['United States'],"['Memphis, Tennessee, USA']","['The Cannon Group', 'Golan-Globus Productions']",['English'],0,0,0,1984.0
Joy of Sex,https://www.imdb.com/title/tt0087513/?ref_=sr_t_111,1984,1h 33m,R,3.8,1.1K,5000000.0,4463841.0,4463841.0,1913001.0,['Martha Coolidge'],"['Kathleen Rowell', 'J.J. Salter', 'Alex Comfort']","['Cameron Dye', 'Michelle Meyrink', 'Colleen Camp']","['Comedy', 'Romance']",['United States'],"['Los Angeles, California, USA']","['Paramount Pictures', 'Cinema Group Ventures', 'National Lampoon']",['English'],0,0,0,1984.0
The Company of Wolves,https://www.imdb.com/title/tt0087075/?ref_=sr_t_112,1984,1h 35m,R,6.6,19K,2000000.0,4389334.0,4389334.0,2234776.0,['Neil Jordan'],"['Angela Carter', 'Neil Jordan', 'Charles Perrault']","['Sarah Patterson', 'Angela Lansbury', 'David Warner']","['Body Horror', 'Dark Comedy', 'Dark Fantasy', 'Werewolf Horror', 'Drama', 'Fantasy', 'Horror']",['United Kingdom'],"['Shepperton Studios, Shepperton, Surrey, England, UK']","['Incorporated Television Company (ITC)', 'Palace Pictures']",['English'],0,5,4,1984.0
Mrs. Soffel,https://www.imdb.com/title/tt0087751/?ref_=sr_t_113,1984,1h 50m,PG-13,6.1,3.7K,11000000.0,4385312.0,4385312.0,86280.0,['Gillian Armstrong'],['Ron Nyswaner'],"['Diane Keaton', 'Mel Gibson', 'Matthew Modine']","['Period Drama', 'Tragic Romance', 'Drama', 'Romance']",['United States'],"['Pittsburgh, Pennsylvania, USA']","['Edgar J. Scherick Associates', 'Metro-Goldwyn-Mayer (MGM)']",['English'],0,0,0,1984.0
Until September,https://www.imdb.com/title/tt0088330/?ref_=sr_t_114,1984,1h 35m,R,5.6,851,3500000.0,4239154.0,4239154.0,1983321.0,['Richard Marquand'],['Janice Lee Graham'],"['Karen Allen', 'Thierry Lhermitte', 'Christopher Cazenove']","['Holiday Romance', 'Drama', 'Romance']",['United States'],"['Mandelieu-la Napoule, Alpes-Maritimes, France']",['United Artists'],['English'],0,0,0,1984.0
Flashpoint,https://www.imdb.com/title/tt0087268/?ref_=sr_t_115,1984,1h 33m,R,6.4,3.3K,10000000.0,3854833.0,3854833.0,1916222.0,['William Tannen'],"['George LaFountaine', 'Dennis Shryack', 'Michael Butler']","['Kris Kristofferson', 'Treat Williams', 'Rip Torn']","['Conspiracy Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Sonoran Desert, Arizona, USA']","['HBO Pictures', 'Silver Screen Partners']",['English'],0,0,0,1984.0
Blood Simple,https://www.imdb.com/title/tt0086979/?ref_=sr_t_116,1984,1h 39m,R,7.5,108K,1500000.0,4262909.0,3851855.0,42971.0,"['Joel Coen', 'Ethan Coen']","['Joel Coen', 'Ethan Coen']","['John Getz', 'Frances McDormand', 'Dan Hedaya']","['Dark Comedy', 'Crime', 'Drama', 'Thriller']",['United States'],"['Hutto, Texas, USA']","['River Road Productions', 'Foxton Entertainment']","['English', 'Spanish']",0,7,0,1984.0
Cheech & Chong's: The Corsican Brothers,https://www.imdb.com/title/tt0087042/?ref_=sr_t_117,1984,1h 22m,PG,4.6,4.5K,,3772785.0,3772785.0,1667881.0,"['Tommy Chong', 'Cheech Marin']","['Cheech Marin', 'Tommy Chong', 'Blake Lucas']","['Cheech Marin', 'Tommy Chong', 'Roy Dotrice']","['Parody', 'Comedy']",['United States'],['France'],['Orion Pictures'],['English'],0,0,0,1984.0
Exterminator 2,https://www.imdb.com/title/tt0087229/?ref_=sr_t_118,1984,1h 29m,R,4.6,2.9K,,3739406.0,3739406.0,1204197.0,['Mark Buntzman'],"['Mark Buntzman', 'William Sachs', 'James Glickenhaus']","['Robert Ginty', 'Mario Van Peebles', 'Deborah Geffner']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['Vernon, California, USA']",['The Cannon Group'],['English'],0,0,0,1984.0
The Brother from Another Planet,https://www.imdb.com/title/tt0087004/?ref_=sr_t_119,1984,1h 48m,R,6.7,6.7K,350000.0,3677209.0,3677209.0,,"['Craig Laurence Rice', 'John Sayles']",['John Sayles'],"['Joe Morton', 'Daryl Edwards', 'Rosanna Carter']","['Satire', 'Comedy', 'Sci-Fi']",['United States'],"['Ellis Island, New York Harbor, New York City, New York, USA']","[""Anarchist's Convention Films"", 'UCLA Film and Television Archive', 'A-Train Films']","['English', 'Spanish', 'French']",0,0,0,1984.0
Crimes of Passion,https://www.imdb.com/title/tt0087100/?ref_=sr_t_120,1984,1h 47m,R,6.4,8.9K,,2912945.0,2912945.0,1103210.0,['Ken Russell'],['Barry Sandler'],"['Kathleen Turner', 'Anthony Perkins', 'Bruce Davison']","['Dark Comedy', 'Erotic Thriller', 'Steamy Romance', 'Drama', 'Romance', 'Thriller']",['United States'],"['Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA']","['New World Pictures', 'China Blue Productions', 'Planet Productions']",['English'],0,0,0,1984.0
The Warrior and the Sorceress,https://www.imdb.com/title/tt0088379/?ref_=sr_t_121,1984,1h 21m,R,4.2,2.7K,,2886225.0,2886225.0,574210.0,['John C. Broderick'],"['John C. Broderick', 'William Stout', 'Ryûzô Kikushima']","['David Carradine', 'Luke Askew', 'María Socas']","['Sword & Sorcery', 'Adventure', 'Fantasy']","['United States', 'Argentina']",[],"['Aries Cinematográfica Argentina', 'New Horizons', 'New Horizons Picture']",['English'],0,0,0,1984.0
Impulse,https://www.imdb.com/title/tt0087464/?ref_=sr_t_122,1984,1h 31m,R,5.9,1.8K,10000000.0,2773433.0,2773433.0,995570.0,['Graham Baker'],"['Nicholas Kazan', 'Don Carlos Dunaway']","['Tim Matheson', 'Meg Tilly', 'Hume Cronyn']","['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],"['Lincoln, California, USA']",['ABC Motion Pictures'],['English'],0,0,0,1984.0
Hot Moves,https://www.imdb.com/title/tt0089304/?ref_=sr_t_123,1984,1h 25m,R,4.8,866,,2732684.0,2732684.0,,['Jim Sotos'],"['Larry Anderson', 'Peter Foldy']","['Michael Zorek', 'Adam Silbar', 'Jeff Fishman']",['Comedy'],['United States'],"['Venice Beach, Venice, Los Angeles, California, USA']",['Spectrum Cinema Productions'],['English'],0,0,0,1984.0
The Bear,https://www.imdb.com/title/tt0086945/?ref_=sr_t_124,1984,1h 50m,PG,6.0,329,221000.0,2687148.0,2687148.0,1160644.0,['Richard C. Sarafian'],['Michael Kane'],"['Gary Busey', 'Cynthia Leake', 'Carmen Thomas']","['Biography', 'Drama', 'Family', 'Sport']",['United States'],"['Georgia Tech Football Practice Field, Rose Bowl Field, Georgia, USA']",[],['English'],0,0,0,1984.0
Under the Volcano,https://www.imdb.com/title/tt0088322/?ref_=sr_t_125,1984,1h 52m,R,6.8,6.4K,,2556800.0,2556800.0,31000.0,['John Huston'],"['Malcolm Lowry', 'Guy Gallo']","['Albert Finney', 'Jacqueline Bisset', 'Anthony Andrews']",['Drama'],"['Mexico', 'United States']","['Acapantzingo, Morelos, Mexico']","['Ithaca', 'Conacite Uno']","['English', 'Spanish']",0,7,2,1984.0
A Private Function,https://www.imdb.com/title/tt0089838/?ref_=sr_t_126,1984,1h 32m,R,6.5,3.4K,,2527088.0,2527088.0,25333.0,['Malcolm Mowbray'],"['Alan Bennett', 'Malcolm Mowbray']","['Michael Palin', 'Maggie Smith', 'Denholm Elliott']","['Satire', 'Comedy']",['United Kingdom'],"['Ben Rhydding, Ilkley, Bradford, West Yorkshire, England, UK']",['HandMade Films'],['English'],0,3,0,1984.0
"Silent Night, Deadly Night",https://www.imdb.com/title/tt0088117/?ref_=sr_t_127,1984,1h 19m,R,5.8,20K,1065000.0,2491460.0,2491460.0,1432800.0,['Charles E. Sellier Jr.'],"['Paul Caimi', 'Michael Hickey']","['Lilyan Chauvin', 'Gilmer McCormick', 'Toni Nero']","['B-Horror', 'Slasher Horror', 'Holiday', 'Horror', 'Thriller']",['United States'],"['Heber City, Utah, USA']","['TriStar Pictures', 'Slayride']",['English'],0,0,0,1984.0
Choose Me,https://www.imdb.com/title/tt0087054/?ref_=sr_t_128,1984,1h 46m,R,6.7,3.2K,700000.0,2490233.0,2490233.0,,['Alan Rudolph'],['Alan Rudolph'],"['Geneviève Bujold', 'Keith Carradine', 'Lesley Ann Warren']","['Comedy', 'Drama', 'Romance']",['United States'],"['KPFK Radio, North Hollywood, Los Angeles, California, USA']",['Tartan Productions'],['English'],0,0,0,1984.0
Stranger Than Paradise,https://www.imdb.com/title/tt0088184/?ref_=sr_t_129,1984,1h 29m,R,7.4,42K,90000.0,2454363.0,2436000.0,,['Jim Jarmusch'],"['Jim Jarmusch', 'John Lurie']","['John Lurie', 'Eszter Balint', 'Richard Edson']","['Comedy', 'Drama']","['United States', 'West Germany']","['464 Newark St, Hoboken, New Jersey, USA']","['Cinesthesia Productions', 'Grokenberger Film Produktion', 'Zweites Deutsches Fernsehen (ZDF)']","['English', 'Hungarian', 'Italian']",0,2,0,1984.0
